dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1451610000,2016-01-01 01:00:00 +0000 UTC,5368361,,,,288.14,281.15,292.15,1018,,,22,5,260,,,,,,,,,1,800,Clear,sky is clear,01n
1451617200,2016-01-01 03:00:00 +0000 UTC,5368361,,,,284.27,275.15,289.15,1018,,,21,1,310,,,,,,,,,1,800,Clear,sky is clear,01n
1451624400,2016-01-01 05:00:00 +0000 UTC,5368361,,,,283.38,274.15,287.15,1019,,,34,2,20,,,,,,,,,1,800,Clear,sky is clear,01n
1451628000,2016-01-01 06:00:00 +0000 UTC,5368361,,,,282,272.59,286.15,1019,,,32,1,16,,,,,,,,,1,800,Clear,sky is clear,01n
1451631600,2016-01-01 07:00:00 +0000 UTC,5368361,,,,280.74,270.93,285.15,1019,,,32,1,18,,,,,,,,,1,721,Haze,haze,50n
1451638800,2016-01-01 09:00:00 +0000 UTC,5368361,,,,280.23,270.15,285.15,1019,,,31,1,18,,,,,,,,,1,721,Haze,haze,50n
1451642400,2016-01-01 10:00:00 +0000 UTC,5368361,,,,278.97,269.82,285.15,1019,,,33,1,21,,,,,,,,,1,721,Haze,haze,50n
1451646000,2016-01-01 11:00:00 +0000 UTC,5368361,,,,278.83,269.15,285.15,1019,,,31,1,21,,,,,,,,,1,800,Clear,sky is clear,01n
1451653200,2016-01-01 13:00:00 +0000 UTC,5368361,,,,278.14,269.15,285.15,1018,,,31,1,21,,,,,,,,,1,721,Haze,haze,50n
1451653200,2016-01-01 13:00:00 +0000 UTC,5368361,,,,278.33,269.26,283.25,1019,,,33,1,17,,,,,,,,,1,800,Clear,sky is clear,01n
1451656800,2016-01-01 14:00:00 +0000 UTC,5368361,,,,278.08,268.15,283.71,1019,,,28,1,17,,,,,,,,,1,800,Clear,sky is clear,01n
1451660400,2016-01-01 15:00:00 +0000 UTC,5368361,,,,277.97,268.15,285.15,1020,,,30,2,30,,,,,,,,,1,800,Clear,sky is clear,01d
1451664000,2016-01-01 16:00:00 +0000 UTC,5368361,,,,280.95,272.04,285.95,1022,,,28,4,100,,,,,,,,,1,800,Clear,sky is clear,01d
1451671200,2016-01-01 18:00:00 +0000 UTC,5368361,,,,283.83,275.93,288.71,1021,,,23,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1451674800,2016-01-01 19:00:00 +0000 UTC,5368361,,,,287.48,277.59,291.48,1020,,,14,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1451678400,2016-01-01 20:00:00 +0000 UTC,5368361,,,,289.33,286.48,292.04,1020,,,14,1,18,,,,,,,,,1,800,Clear,sky is clear,01d
1451685600,2016-01-01 22:00:00 +0000 UTC,5368361,,,,289.4,280.15,292.59,1019,,,12,1,18,,,,,,,,,1,800,Clear,sky is clear,01d
1451692800,2016-01-02 00:00:00 +0000 UTC,5368361,,,,288.9,279.26,292.15,1018,,,15,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1451700000,2016-01-02 02:00:00 +0000 UTC,5368361,,,,285.87,278.71,290.15,1019,,,26,2,260,,,,,,,,,1,800,Clear,sky is clear,01n
1451707200,2016-01-02 04:00:00 +0000 UTC,5368361,,,,283.18,275.15,287.15,1019,,,44,1,12,,,,,,,,,1,800,Clear,sky is clear,01n
1451710800,2016-01-02 05:00:00 +0000 UTC,5368361,,,,282.06,274.26,286.15,1019,,,32,1,15,,,,,,,,,1,800,Clear,sky is clear,01n
1451718000,2016-01-02 07:00:00 +0000 UTC,5368361,,,,282.38,274.82,286.48,1019,,,22,1,15,,,,,,,,,1,800,Clear,sky is clear,01n
1451721600,2016-01-02 08:00:00 +0000 UTC,5368361,,,,281.22,274.26,286.15,1020,,,22,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
1451725200,2016-01-02 09:00:00 +0000 UTC,5368361,,,,280.5,273.15,286.15,1019,,,22,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
1451728800,2016-01-02 10:00:00 +0000 UTC,5368361,,,,279.92,273.15,284.15,1019,,,23,1,19,,,,,,,,,1,800,Clear,sky is clear,01n
1451732400,2016-01-02 11:00:00 +0000 UTC,5368361,,,,279.39,272.59,285.15,1019,,,23,1,19,,,,,,,,,1,800,Clear,sky is clear,01n
1451736000,2016-01-02 12:00:00 +0000 UTC,5368361,,,,279.03,272.15,285.15,1019,,,27,1,19,,,,,,,,,1,800,Clear,sky is clear,01n
1451739600,2016-01-02 13:00:00 +0000 UTC,5368361,,,,278.78,271.48,283.15,1019,,,31,1,9,,,,,,,,,1,800,Clear,sky is clear,01n
1451743200,2016-01-02 14:00:00 +0000 UTC,5368361,,,,278.23,270.93,284.15,1019,,,29,1,9,,,,,,,,,1,800,Clear,sky is clear,01n
1451746800,2016-01-02 15:00:00 +0000 UTC,5368361,,,,279.16,271.48,284.25,1019,,,29,1,9,,,,,,,,,1,800,Clear,sky is clear,01d
1451754000,2016-01-02 17:00:00 +0000 UTC,5368361,,,,281.17,274.15,287.85,1019,,,29,1,40,,,,,,,,,1,800,Clear,sky is clear,01d
1451757600,2016-01-02 18:00:00 +0000 UTC,5368361,,,,284.17,275.93,289.26,1019,,,23,1,360,,,,,,,,,1,800,Clear,sky is clear,01d
1451761200,2016-01-02 19:00:00 +0000 UTC,5368361,,,,288.44,282.04,291.48,1020,,,17,1,20,,,,,,,,,1,800,Clear,sky is clear,01d
1451768400,2016-01-02 21:00:00 +0000 UTC,5368361,,,,289.99,283.71,293.15,1018,,,17,1,130,,,,,,,,,1,800,Clear,sky is clear,01d
1451775600,2016-01-02 23:00:00 +0000 UTC,5368361,,,,290.24,280.93,295.37,1017,,,20,2,210,,,,,,,,,1,800,Clear,sky is clear,01d
1451782800,2016-01-03 01:00:00 +0000 UTC,5368361,,,,288.24,282.15,292.15,1017,,,36,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1451790000,2016-01-03 03:00:00 +0000 UTC,5368361,,,,284.7,278.15,287.15,1017,,,62,1,16,,,,,,,,,1,800,Clear,sky is clear,01n
1451797200,2016-01-03 05:00:00 +0000 UTC,5368361,,,,282.78,277.04,287.15,1018,,,66,0,12,,,,,,,,,1,800,Clear,sky is clear,01n
1451797200,2016-01-03 05:00:00 +0000 UTC,5368361,,,,282.39,276.48,286.15,1018,,,71,0,12,,,,,,,,,1,800,Clear,sky is clear,01n
1451800800,2016-01-03 06:00:00 +0000 UTC,5368361,,,,282.26,276.15,286.15,1018,,,76,0,12,,,,,,,,,1,721,Haze,haze,50n
1451804400,2016-01-03 07:00:00 +0000 UTC,5368361,,,,281.98,276.48,285.37,1018,,,71,1,14,,,,,,,,,1,721,Haze,haze,50n
1451811600,2016-01-03 09:00:00 +0000 UTC,5368361,,,,281.25,276.48,285.37,1018,,,76,1,14,,,,,,,,,1,721,Haze,haze,50n
1451818800,2016-01-03 11:00:00 +0000 UTC,5368361,,,,279.81,274.26,284.82,1017,,,70,1,18,,,,,,,,,1,721,Haze,haze,50n
1451826000,2016-01-03 13:00:00 +0000 UTC,5368361,,,,279.16,273.71,282.04,1016,,,70,1,18,,,,,,,,,1,721,Haze,haze,50n
1451833200,2016-01-03 15:00:00 +0000 UTC,5368361,,,,279.02,273.71,282.59,1016,,,65,1,17,,,,,,,,,1,800,Clear,sky is clear,01d
1451840400,2016-01-03 17:00:00 +0000 UTC,5368361,,,,281.53,275.37,287.04,1016,,,61,1,33,,,,,,,,,1,721,Haze,haze,50d
1451844000,2016-01-03 18:00:00 +0000 UTC,5368361,,,,286.91,280.15,290.93,1017,,,43,1,360,,,,,,,,,1,800,Clear,sky is clear,01d
1451851200,2016-01-03 20:00:00 +0000 UTC,5368361,,,,288.21,283.15,290.93,1017,,,50,1,140,,,,,,,,,1,800,Clear,sky is clear,01d
1451858400,2016-01-03 22:00:00 +0000 UTC,5368361,,,,288.99,285.37,290.93,1014,,,59,3,110,,,,,,,,,20,801,Clouds,few clouds,02d
1451865600,2016-01-04 00:00:00 +0000 UTC,5368361,,,,288.56,283.15,290.37,1013,,,50,4,110,,,,,,,,,5,800,Clear,sky is clear,02n
1451872800,2016-01-04 02:00:00 +0000 UTC,5368361,,,,286.38,280.15,289.15,1012,,,55,4,130,,,,,,,,,1,800,Clear,sky is clear,01n
1451880000,2016-01-04 04:00:00 +0000 UTC,5368361,,,,284.6,278.71,287.15,1012,,,67,0,126,,,,,,,,,1,800,Clear,sky is clear,01n
1451887200,2016-01-04 06:00:00 +0000 UTC,5368361,,,,284.43,277.15,287.15,1012,,,67,1,40,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451894400,2016-01-04 08:00:00 +0000 UTC,5368361,,,,284.08,277.04,287.15,1011,,,67,2,90,,,,,,,,,90,721,Haze,haze,50n
1451901600,2016-01-04 10:00:00 +0000 UTC,5368361,,,,284.66,277.04,287.15,1009,,,62,2,90,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451905200,2016-01-04 11:00:00 +0000 UTC,5368361,,,,284.24,277.04,287.15,1008,,,58,1,16,,,,,,,,,90,701,Mist,mist,50n
1451908800,2016-01-04 12:00:00 +0000 UTC,5368361,,,,284.08,277.04,287.15,1007,,,62,1,16,0.25,,,,,,,,90,500,Rain,light rain,10n
1451908800,2016-01-04 12:00:00 +0000 UTC,5368361,,,,284.08,277.04,287.15,1007,,,62,1,16,0.25,,,,,,,,90,721,Haze,haze,50n
1451912400,2016-01-04 13:00:00 +0000 UTC,5368361,,,,284.47,277.59,287.15,1007,,,62,2,40,,,,,,,,,90,500,Rain,light rain,10n
1451916000,2016-01-04 14:00:00 +0000 UTC,5368361,,,,284.74,277.59,287.15,1007,,,58,2,40,,,,,,,,,90,701,Mist,mist,50n
1451919600,2016-01-04 15:00:00 +0000 UTC,5368361,,,,284.97,277.59,287.59,1008,,,58,1,0,,,,,,,,,90,804,Clouds,overcast clouds,04d
1451923200,2016-01-04 16:00:00 +0000 UTC,5368361,,,,285.49,278.15,288.15,1009,,,58,1,14,,,,,,,,,90,500,Rain,light rain,10d
1451930400,2016-01-04 18:00:00 +0000 UTC,5368361,,,,288.27,280.93,291.48,1009,,,51,1,25,,,,,,,,,20,801,Clouds,few clouds,02d
1451934000,2016-01-04 19:00:00 +0000 UTC,5368361,,,,291.08,284.82,293.71,1009,,,42,1,18,,,,,,,,,1,800,Clear,sky is clear,01d
1451941200,2016-01-04 21:00:00 +0000 UTC,5368361,,,,291.62,284.15,294.82,1009,,,39,1,18,,,,,,,,,75,803,Clouds,broken clouds,04d
1451948400,2016-01-04 23:00:00 +0000 UTC,5368361,,,,291.65,284.82,294.15,1008,,,34,3,0,,,,,,,,,20,801,Clouds,few clouds,02d
1451955600,2016-01-05 01:00:00 +0000 UTC,5368361,,,,290.03,285.93,293.15,1009,,,34,2,230,,,,,,,,,1,800,Clear,sky is clear,01n
1451962800,2016-01-05 03:00:00 +0000 UTC,5368361,,,,287.24,281.48,290.15,1010,,,72,3,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1451970000,2016-01-05 05:00:00 +0000 UTC,5368361,,,,285.67,279.82,288.15,1011,,,77,0,87,,,,,,,,,1,800,Clear,sky is clear,01n
1451973600,2016-01-05 06:00:00 +0000 UTC,5368361,,,,285.15,280.15,288.15,1013,,,76,1,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451977200,2016-01-05 07:00:00 +0000 UTC,5368361,,,,285.1,279.26,288.15,1012,,,82,1,81,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451984400,2016-01-05 09:00:00 +0000 UTC,5368361,,,,285.15,279.15,287.15,1012,,,82,1,81,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451991600,2016-01-05 11:00:00 +0000 UTC,5368361,,,,285.24,278.71,287.59,1011,,,76,2,110,,,,,,,,,90,804,Clouds,overcast clouds,04n
1451995200,2016-01-05 12:00:00 +0000 UTC,5368361,,,,285.36,279.82,287.59,1011,,,94,1,85,,,,,,,,,90,701,Mist,mist,50n
1451998800,2016-01-05 13:00:00 +0000 UTC,5368361,,,,285.56,279.82,287.59,1011,,,82,2,100,,,,,,,,,90,701,Mist,mist,50n
1452002400,2016-01-05 14:00:00 +0000 UTC,5368361,,,,285.63,279.82,287.15,1010,,,82,3,110,0.25,,,,,,,,90,500,Rain,light rain,10n
1452002400,2016-01-05 14:00:00 +0000 UTC,5368361,,,,285.63,279.82,287.15,1010,,,82,3,110,0.25,,,,,,,,90,701,Mist,mist,50n
1452006000,2016-01-05 15:00:00 +0000 UTC,5368361,,,,285.36,279.26,288.15,1011,,,87,3,100,0.59,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452006000,2016-01-05 15:00:00 +0000 UTC,5368361,,,,285.36,279.26,288.15,1011,,,87,3,100,0.59,,,,,,,,90,701,Mist,mist,50d
1452013200,2016-01-05 17:00:00 +0000 UTC,5368361,,,,285.29,279.15,289.15,1010,,,93,2,140,2.56,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452013200,2016-01-05 17:00:00 +0000 UTC,5368361,,,,285.29,279.15,289.15,1010,,,93,2,140,2.56,,,,,,,,90,701,Mist,mist,50d
1452013200,2016-01-05 17:00:00 +0000 UTC,5368361,,,,285.29,279.15,289.15,1010,,,93,2,140,2.56,,,,,,,,90,741,Fog,fog,50d
1452016800,2016-01-05 18:00:00 +0000 UTC,5368361,,,,285.71,279.82,289.15,1011,,,93,1,129,4.38,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452016800,2016-01-05 18:00:00 +0000 UTC,5368361,,,,285.71,279.82,289.15,1011,,,93,1,129,4.38,,,,,,,,90,701,Mist,mist,50d
1452020400,2016-01-05 19:00:00 +0000 UTC,5368361,,,,285.88,280.15,289.15,1009,,,93,4,130,3.14,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452020400,2016-01-05 19:00:00 +0000 UTC,5368361,,,,285.88,280.15,289.15,1009,,,93,4,130,3.14,,,,,,,,90,701,Mist,mist,50d
1452020400,2016-01-05 19:00:00 +0000 UTC,5368361,,,,285.88,280.15,289.15,1009,,,93,4,130,3.14,,,,,,,,90,741,Fog,fog,50d
1452024000,2016-01-05 20:00:00 +0000 UTC,5368361,,,,286.27,280.37,289.15,1008,,,100,1,251,3.19,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452024000,2016-01-05 20:00:00 +0000 UTC,5368361,,,,286.27,280.37,289.15,1008,,,100,1,251,3.19,,,,,,,,90,701,Mist,mist,50d
1452031200,2016-01-05 22:00:00 +0000 UTC,5368361,,,,285.99,280.15,289.82,1007,,,100,1,251,2.22,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452031200,2016-01-05 22:00:00 +0000 UTC,5368361,,,,285.99,280.15,289.82,1007,,,100,1,251,2.22,,,,,,,,90,701,Mist,mist,50d
1452031200,2016-01-05 22:00:00 +0000 UTC,5368361,,,,285.99,280.15,289.82,1007,,,100,1,251,2.22,,,,,,,,90,741,Fog,fog,50d
1452038400,2016-01-06 00:00:00 +0000 UTC,5368361,,,,285.82,279.26,289.15,1008,,,87,3,280,0.51,,,,,,,,75,501,Rain,moderate rain,10n
1452045600,2016-01-06 02:00:00 +0000 UTC,5368361,,,,285.42,281.15,288.15,1010,,,100,1,267,0.25,,,,,,,,90,500,Rain,light rain,10n
1452052800,2016-01-06 04:00:00 +0000 UTC,5368361,,,,284.54,279.15,287.15,1010,,,71,2,0,,,,,,,,,75,803,Clouds,broken clouds,04n
1452056400,2016-01-06 05:00:00 +0000 UTC,5368361,,,,283.72,277.04,287.15,1012,,,66,1,300,,,,,,,,,1,800,Clear,sky is clear,01n
1452063600,2016-01-06 07:00:00 +0000 UTC,5368361,,,,283.37,278.15,287.15,1013,,,76,1,330,,,,,,,,,1,800,Clear,sky is clear,01n
1452063600,2016-01-06 07:00:00 +0000 UTC,5368361,,,,282.84,277.04,287.15,1013,,,66,3,280,,,,,,,,,1,800,Clear,sky is clear,01n
1452067200,2016-01-06 08:00:00 +0000 UTC,5368361,,,,282.18,275.93,286.15,1013,,,71,4,300,,,,,,,,,40,802,Clouds,scattered clouds,03n
1452070800,2016-01-06 09:00:00 +0000 UTC,5368361,,,,281.73,276.48,285.15,1013,,,87,2,100,,,,,,,,,1,800,Clear,sky is clear,01n
1452074400,2016-01-06 10:00:00 +0000 UTC,5368361,,,,281.07,277.04,285.15,1014,,,87,0,65,,,,,,,,,1,800,Clear,sky is clear,01n
1452078000,2016-01-06 11:00:00 +0000 UTC,5368361,,,,280.73,276.48,284.82,1014,,,93,0,65,,,,,,,,,1,800,Clear,sky is clear,01n
1452081600,2016-01-06 12:00:00 +0000 UTC,5368361,,,,280.72,277.04,284.15,1015,,,87,0,65,,,,,,,,,90,804,Clouds,overcast clouds,04n
1452085200,2016-01-06 13:00:00 +0000 UTC,5368361,,,,280.83,278.15,284.15,1015,,,81,2,70,0.25,,,,,,,,40,500,Rain,light rain,10n
1452092400,2016-01-06 15:00:00 +0000 UTC,5368361,,,,281.13,278.71,284.15,1015,,,87,1,20,,,,,,,,,90,701,Mist,mist,50d
1452099600,2016-01-06 17:00:00 +0000 UTC,5368361,,,,282.49,278.15,285.37,1016,,,87,3,120,0.51,,,,,,,,90,501,Rain,moderate rain,10d
1452099600,2016-01-06 17:00:00 +0000 UTC,5368361,,,,282.49,278.15,285.37,1016,,,87,3,120,0.51,,,,,,,,90,701,Mist,mist,50d
1452103200,2016-01-06 18:00:00 +0000 UTC,5368361,,,,284.32,278.15,289.15,1015,,,87,3,110,1.52,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452103200,2016-01-06 18:00:00 +0000 UTC,5368361,,,,284.32,278.15,289.15,1015,,,87,3,110,1.52,,,,,,,,90,701,Mist,mist,50d
1452106800,2016-01-06 19:00:00 +0000 UTC,5368361,,,,284.23,278.15,288.15,1014,,,93,1,133,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452106800,2016-01-06 19:00:00 +0000 UTC,5368361,,,,284.23,278.15,288.15,1014,,,93,1,133,3,,,,,,,,90,701,Mist,mist,50d
1452114000,2016-01-06 21:00:00 +0000 UTC,5368361,,,,284.68,279.15,288.15,1013,,,100,1,0,5.11,,,,,,,,90,502,Rain,heavy intensity rain,10d
1452114000,2016-01-06 21:00:00 +0000 UTC,5368361,,,,284.68,279.15,288.15,1013,,,100,1,0,5.11,,,,,,,,90,701,Mist,mist,50d
1452121200,2016-01-06 23:00:00 +0000 UTC,5368361,,,,285.09,280.15,288.15,1013,,,82,8,250,0.86,,,,,,,,90,501,Rain,moderate rain,10d
1452121200,2016-01-06 23:00:00 +0000 UTC,5368361,,,,285.09,280.15,288.15,1013,,,82,8,250,0.86,,,,,,,,90,701,Mist,mist,50d
1452128400,2016-01-07 01:00:00 +0000 UTC,5368361,,,,283.52,279.82,286.15,1013,,,87,1,218,1.68,,,,,,,,90,501,Rain,moderate rain,10n
1452128400,2016-01-07 01:00:00 +0000 UTC,5368361,,,,283.52,279.82,286.15,1013,,,87,1,218,1.68,,,,,,,,90,701,Mist,mist,50n
1452135600,2016-01-07 03:00:00 +0000 UTC,5368361,,,,282.3,275.93,285.15,1013,,,76,0,176,0.35,,,,,,,,40,500,Rain,light rain,10n
1452142800,2016-01-07 05:00:00 +0000 UTC,5368361,,,,282.03,275.93,284.15,1014,,,87,1,10,0.67,,,,,,,,90,501,Rain,moderate rain,10n
1452142800,2016-01-07 05:00:00 +0000 UTC,5368361,,,,282.03,275.93,284.15,1014,,,87,1,10,0.67,,,,,,,,90,701,Mist,mist,50n
1452146400,2016-01-07 06:00:00 +0000 UTC,5368361,,,,282.2,278.15,284.15,1013,,,81,3,100,0.89,,,,,,,,40,500,Rain,light rain,10n
1452146400,2016-01-07 06:00:00 +0000 UTC,5368361,,,,282.2,278.15,284.15,1013,,,81,3,100,0.89,,,,,,,,40,701,Mist,mist,50n
1452150000,2016-01-07 07:00:00 +0000 UTC,5368361,,,,282,275.93,284.15,1012,,,87,3,80,1.78,,,,,,,,90,502,Rain,heavy intensity rain,10n
1452150000,2016-01-07 07:00:00 +0000 UTC,5368361,,,,282,275.93,284.15,1012,,,87,3,80,1.78,,,,,,,,90,701,Mist,mist,50n
1452150000,2016-01-07 07:00:00 +0000 UTC,5368361,,,,282,275.93,284.15,1012,,,87,3,80,1.78,,,,,,,,90,200,Thunderstorm,thunderstorm with light rain,11n
1452153600,2016-01-07 08:00:00 +0000 UTC,5368361,,,,281.99,275.93,286.15,1013,,,87,2,110,2.5,,,,,,,,90,501,Rain,moderate rain,10n
1452153600,2016-01-07 08:00:00 +0000 UTC,5368361,,,,281.99,275.93,286.15,1013,,,87,2,110,2.5,,,,,,,,90,701,Mist,mist,50n
1452157200,2016-01-07 09:00:00 +0000 UTC,5368361,,,,281.78,275.37,285.15,1011,,,93,0,45,3.43,,,,,,,,90,501,Rain,moderate rain,10n
1452157200,2016-01-07 09:00:00 +0000 UTC,5368361,,,,281.78,275.37,285.15,1011,,,93,0,45,3.43,,,,,,,,90,701,Mist,mist,50n
1452160800,2016-01-07 10:00:00 +0000 UTC,5368361,,,,281.74,277.15,284.15,1011,,,87,2,120,2.19,,,,,,,,75,501,Rain,moderate rain,10n
1452160800,2016-01-07 10:00:00 +0000 UTC,5368361,,,,281.74,277.15,284.15,1011,,,87,2,120,2.19,,,,,,,,75,701,Mist,mist,50n
1452164400,2016-01-07 11:00:00 +0000 UTC,5368361,,,,281.43,277.15,283.15,1011,,,100,0,59,3.68,,,,,,,,90,501,Rain,moderate rain,10n
1452164400,2016-01-07 11:00:00 +0000 UTC,5368361,,,,281.43,277.15,283.15,1011,,,100,0,59,3.68,,,,,,,,90,701,Mist,mist,50n
1452171600,2016-01-07 13:00:00 +0000 UTC,5368361,,,,281.17,274.82,284.15,1012,,,100,2,0,0.46,,,,,,,,75,501,Rain,moderate rain,10n
1452171600,2016-01-07 13:00:00 +0000 UTC,5368361,,,,281.17,274.82,284.15,1012,,,100,2,0,0.46,,,,,,,,75,701,Mist,mist,50n
1452178800,2016-01-07 15:00:00 +0000 UTC,5368361,,,,280.04,273.71,283.15,1013,,,93,1,76,1.27,,,,,,,,90,501,Rain,moderate rain,10d
1452186000,2016-01-07 17:00:00 +0000 UTC,5368361,,,,281.5,276.48,284.15,1013,,,87,1,150,,,,,,,,,1,741,Fog,fog,50d
1452189600,2016-01-07 18:00:00 +0000 UTC,5368361,,,,283.85,278.15,287.04,1014,,,66,1,0,1.27,,,,,,,,90,501,Rain,moderate rain,10d
1452193200,2016-01-07 19:00:00 +0000 UTC,5368361,,,,284.46,278.71,287.15,1014,,,62,1,279,,,,,,,,,75,803,Clouds,broken clouds,04d
1452200400,2016-01-07 21:00:00 +0000 UTC,5368361,,,,285.37,279.26,288.15,1013,,,62,1,279,0.25,,,,,,,,75,500,Rain,light rain,10d
1452207600,2016-01-07 23:00:00 +0000 UTC,5368361,,,,286.52,282.15,289.82,1012,,,62,5,270,,,,,,,,,1,800,Clear,sky is clear,01d
1452214800,2016-01-08 01:00:00 +0000 UTC,5368361,,,,285.76,281.15,288.15,1012,,,62,5,270,,,,,,,,,1,800,Clear,sky is clear,01n
1452222000,2016-01-08 03:00:00 +0000 UTC,5368361,,,,284.33,279.15,287.15,1013,,,76,1,70,,,,,,,,,75,803,Clouds,broken clouds,04n
1452229200,2016-01-08 05:00:00 +0000 UTC,5368361,,,,282.64,275.93,286.15,1014,,,71,1,0,,,,,,,,,20,801,Clouds,few clouds,02n
1452232800,2016-01-08 06:00:00 +0000 UTC,5368361,,,,281.28,275.15,286.15,1014,,,62,1,320,,,,,,,,,1,500,Rain,light rain,10n
1452236400,2016-01-08 07:00:00 +0000 UTC,5368361,,,,280.98,275.15,285.15,1014,,,80,10,350,,,,,,,,,90,701,Mist,mist,50n
1452243600,2016-01-08 09:00:00 +0000 UTC,5368361,,,,280.99,275.37,285.15,1014,,,53,1,0,,,,,,,,,1,800,Clear,sky is clear,01n
1452247200,2016-01-08 10:00:00 +0000 UTC,5368361,,,,279.67,274.15,285.15,1014,,,86,3,360,,,,,,,,,90,701,Mist,mist,50n
1452250800,2016-01-08 11:00:00 +0000 UTC,5368361,,,,278.88,274.15,284.15,1014,,,50,1,349,,,,,,,,,1,701,Mist,mist,50n
1452258000,2016-01-08 13:00:00 +0000 UTC,5368361,,,,278.81,274.15,284.15,1014,,,86,12,340,,,,,,,,,90,701,Mist,mist,50n
1452265200,2016-01-08 15:00:00 +0000 UTC,5368361,,,,277.56,273.15,281.48,1014,,,86,10,350,,,,,,,,,90,701,Mist,mist,50d
1452268800,2016-01-08 16:00:00 +0000 UTC,5368361,,,,280.74,275.93,284.82,1017,,,66,1,50,,,,,,,,,1,800,Clear,sky is clear,01d
1452276000,2016-01-08 18:00:00 +0000 UTC,5368361,,,,282.82,277.04,287.04,1017,,,66,1,70,,,,,,,,,1,800,Clear,sky is clear,01d
1452279600,2016-01-08 19:00:00 +0000 UTC,5368361,,,,286.47,280.93,289.26,1018,,,47,1,120,,,,,,,,,1,721,Haze,haze,50d
1452286800,2016-01-08 21:00:00 +0000 UTC,5368361,,,,287.63,281.48,290.37,1017,,,44,0,258,,,,,,,,,1,800,Clear,sky is clear,01d
1452294000,2016-01-08 23:00:00 +0000 UTC,5368361,,,,288.02,281.48,290.37,1017,,,41,5,250,,,,,,,,,1,800,Clear,sky is clear,01d
1452301200,2016-01-09 01:00:00 +0000 UTC,5368361,,,,286.56,283.15,289.15,1018,,,44,2,280,,,,,,,,,1,800,Clear,sky is clear,01n
1452308400,2016-01-09 03:00:00 +0000 UTC,5368361,,,,283.7,277.04,287.15,1019,,,50,0,154,,,,,,,,,1,800,Clear,sky is clear,01n
1452315600,2016-01-09 05:00:00 +0000 UTC,5368361,,,,281.8,274.82,286.15,1020,,,58,0,71,,,,,,,,,1,800,Clear,sky is clear,01n
1452319200,2016-01-09 06:00:00 +0000 UTC,5368361,,,,280.85,274.15,285.15,1021,,,62,0,71,,,,,,,,,1,800,Clear,sky is clear,01n
1452322800,2016-01-09 07:00:00 +0000 UTC,5368361,,,,280.61,275.93,284.15,1021,,,66,1,58,,,,,,,,,1,800,Clear,sky is clear,01n
1452326400,2016-01-09 08:00:00 +0000 UTC,5368361,,,,279.97,275.15,284.15,1021,,,76,1,58,,,,,,,,,1,800,Clear,sky is clear,01n
1452333600,2016-01-09 10:00:00 +0000 UTC,5368361,,,,279.31,275.15,283.15,1022,,,70,1,58,,,,,,,,,1,701,Mist,mist,50n
1452340800,2016-01-09 12:00:00 +0000 UTC,5368361,,,,279.22,274.82,282.15,1022,,,70,0,73,,,,,,,,,1,800,Clear,sky is clear,01n
1452348000,2016-01-09 14:00:00 +0000 UTC,5368361,,,,279,275.15,282.04,1022,,,75,0,61,,,,,,,,,20,701,Mist,mist,50n
1452355200,2016-01-09 16:00:00 +0000 UTC,5368361,,,,279.86,275.37,282.59,1023,,,66,0,61,,,,,,,,,75,701,Mist,mist,50d
1452362400,2016-01-09 18:00:00 +0000 UTC,5368361,,,,283.47,278.71,287.04,1024,,,57,1,19,,,,,,,,,90,804,Clouds,overcast clouds,04d
1452369600,2016-01-09 20:00:00 +0000 UTC,5368361,,,,286.47,282.15,289.26,1024,,,50,2,0,,,,,,,,,90,804,Clouds,overcast clouds,04d
1452376800,2016-01-09 22:00:00 +0000 UTC,5368361,,,,287.19,281.48,290.37,1023,,,67,3,0,,,,,,,,,90,804,Clouds,overcast clouds,04d
1452384000,2016-01-10 00:00:00 +0000 UTC,5368361,,,,286.65,280.37,289.15,1022,,,82,4,130,1.02,,,,,,,,90,501,Rain,moderate rain,10n
